15	16AP	16BK	17CK	18BK	18CK	19CK	18CK	18CK	17CK	20CK	20DK	22CK	21CK	23CK	25DK	18CK	20DK	26DK	24DP
15	15AK	16BK	16CK	18BK	18CK	19CK	18CK	17CK	17CK	20CK	20DK	22CK	21CK	23CK	24DK	17CP	20DP	25DP	24DK
15	15AP	16AK	16CK	18BK	17BK	18CK	18CK	17CK	16CK	19CK	19DK	21CK	21CK	22CK	24DK	17CK	19DK	25DK	23DP
14	15AK	15AK	16CK	18BK	17BK	18CK	17CK	17CK	16CK	19CK	19CK	21CK	20CK	22CK	23DK	17CP	19CP	24DP	23DK
14	15	15AP	16CK	17BP	17BK	18CK	17CK	16CK	16CK	19CK	18CK	21CK	20CK	22CK	23DK	16CK	18CK	24DK	22DP
14	15	15AK	15BK	17AK	16BK	17CK	17CK	16CK	15CK	18CK	18CK	20CK	20CK	21CK	23CK	16CP	18CP	24DP	22DK
14	14	15AP	15BK	17AP	16BK	17CK	16CK	16CK	15CK	18CK	18CK	20CP	19CK	21CK	22CK	15CK	17CK	23DK	21DP
14	14	14AK	15BK	17AK	16BK	17BK	16CK	16BP	15CK	17CK	17CK	20CK	19CK	20CK	22CK	15CP	17CP	23DP	21DK
14	14	14AP	14BK	16AP	16BK	16BK	16CK	15BK	14CK	17CK	17CK	19CP	19CK	20CK	21CK	14CK	17CK	22DK	20DP
13	14	14AK	14BK	16AK	15AP	16BK	15CK	15BP	14CK	17CK	16CK	19BK	18CP	20CK	21CK	14CP	16CP	22DP	20DK
13	14	14AP	14BK	16AP	15AK	16BK	15CK	15BK	14CK	16CK	16CK	19BP	18CK	19CK	20CK	13CK	16CK	22DK	19DP
13	13	13AK	14BK	16AK	15AP	16BK	15CK	14BP	13CK	16CK	16CK	19BK	18CP	19CK	20CK	13CP	15CP	21DP	19CK
13	13	13AP	13AP	15AP	15AK	15BP	14CK	14BK	13CP	16CK	15CK	18BP	17CK	18CP	20CP	12CK	15CK	21DK	18CP
13	13	13AK	13AK	15AK	14AP	15BK	14BK	14BP	13CK	15CK	15CK	18BK	17CP	18CK	19CK	12CP	14CP	20DP	18CK
13	13	13	13AP	15	14AK	15AP	14BK	13BK	12BP	15CK	15CK	18BP	17CK	18CP	19CP	11CK	14CK	20CK	17CP
12	13	12	13AK	14	14AP	14AK	13BK	13BP	12BK	14CP	14CK	17BK	16CP	17CK	18CK	11BP	13CP	19CP	17CK
12	12	12	12AP	14	14AK	14AP	13BK	13BK	11BP	14CK	14CK	17BP	16CK	17CP	18CP	10BK	13BK	19CK	16CP
12	12	12	12AK	14	13AP	14AK	13BK	13AP	11BK	14CP	13CK	17BK	16CP	16CK	17CK	10BP	12BP	19CP	16CK
12	12	12	12AP	14	13AK	13AP	12BK	12AK	11BP	13CK	13CK	16BP	15CK	16CP	17CP	10BK	12BK	18CK	15CP
12	12	11	12AK	13	13	13AK	12BK	12AP	10BK	13BP	13CK	16BK	15BP	15BK	16CK	9AP	11BP	18CP	15CK
12	12	11	11AP	13	12	13AP	12BP	12AK	10BP	12BK	12CP	16BP	15BK	15BP	16BP	9AK	11BK	17CK	14CP
11	11	11	11AK	13	12	12AK	11BK	11AP	10BK	12BP	12CK	15BK	14BP	15BK	16BK	8AP	10BP	17CP	14CK
11	11	11	11AP	13	12	12AP	11AP	11AK	9BP	12BK	11CP	15BP	14BK	14BP	15BP	8AK	10AK	16CK	13CP
11	11	11	10AK	12	12	12AK	11AK	11AP	9BK	11BP	11CK	15AK	14BP	14BK	15BK	7AS	9AP	16CP	13BK
11	11	10	10	12	11	11	10AP	11AK	9AP	11BK	11BP	14AP	13BK	13BP	14BP	7	9AK	16CK	12BP
11	11	10	10	12	11	11	10AK	10AP	8AK	11BP	10BK	14AK	13BP	13BK	14BK	6	8AP	15CP	12BK
11	10	10	10	12	11	11	10AP	10AK	8AP	10BK	10BP	14AP	13BK	13BP	13BP	6	8AK	15CK	11BP
10	10	10	9	11	11	11	9AK	10	8AK	10BP	9BK	14AK	12BP	12BK	13BK	5	7AS	14CP	11AK
10	10	9	9	11	10	10	9AP	9	7AP	9BK	9BP	13AP	12BK	12BP	12BP	5	7	14CK	10AP
10	10	9	9	11	10	10	9AK	9	7AK	9AP	9BK	13AK	12BP	11BK	12BK	4	0	14BP	10AK
10	10	9	9	11	10	10	8AP	9	6AP	9AK	8BP	13AP	11BK	11BP	12BP	4	0	13BK	9
10	9	9	8	10	10	9	8AK	8	6AK	8AP	8BK	12AK	11AP	11BK	11BK	0	0	13BP	0
10	9	8	8	10	9	9	8AP	8	6	8AK	8BP	12AP	11AK	10AP	11BP	0	0	12BK	0
9	9	8	8	10	9	9	7AK	8	5	7AP	7BK	12AK	10AP	10AK	10AK	0	0	12BP	0
9	9	8	7	10	9	8	7	8	5	7AK	7BP	11	10AK	9AP	10AP	0	0	11BK	0
9	9	8	7	9	8	8	7	7	5	7AP	6AK	11	10AP	9AK	9AK	0	0	11BP	0
9	8	7	7	9	8	8	6	7	4	6AK	6AP	11	9AK	9AP	9AP	0	0	11AK	0
9	8	7	7	9	8	7	6	7	4	6	6AK	10	9AP	8AK	8AK	0	0	10AP	0
9	8	7	6	9	8	7	6	6	4	6	5AP	10	9AK	8AP	8AP	0	0	10AK	0
8	8	7	6	8	7	7	5	6	3	5	5AK	10	8	7AK	8AK	0	0	9AP	0
8	8	6	6	8	7	6	5	6	3	5	4AP	9	8	7AP	7AP	0	0	9	0
8	7	6	6	8	7	6	5	5	0	4	4AK	9	8	7AK	7AK	0	0	0	0
8	7	6	5	8	7	6	4	5	0	4	4AP	9	7	6AP	6AP	0	0	0	0
8	7	6	5	7	6	6	4	5	0	4	3AK	9	7	6AK	6AK	0	0	0	0
8	7	6	5	7	6	5	4	5	0	3	3	8	7	5	5AP	0	0	0	0
7	7	5	4	7	6	5	3	4	0	3	0	8	6	5	5	0	0	0	0
7	6	4	3	5	4	3	2	3	0	0	0	6	5	0	0	0	0	0	0
6	5	3	2	4	3	2	0	0	0	0	0	5	0	0	0	0	0	0	0
5	4	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
