9AP	10AP	10BP	11CP	16CP	16CP	17CP	17DP	14CP	14CP	17CP	17DP	16CP	15DP	19DP	21DP	11CP	13DP	17DP	18DP
8AP	9AP	10BP	11CP	16CP	15CP	17CP	16DP	13CP	14CP	17CP	17DP	16CP	15DP	18DP	20DP	11CP	13DP	17DP	18DP
8AP	9AP	10BP	11CP	15CP	15CP	17CP	16CP	13BP	13CP	16CP	16CP	15CP	15DP	18DP	20DP	10CP	13CP	17DP	17DP
8AK	9AP	10BP	11CP	15BP	15CP	16CP	16CP	13BP	13CP	16CP	16CP	15CP	15DP	18DP	20DP	10CP	12CP	17DP	17DP
8	9AP	10BP	11CP	15BP	15CP	16CP	15CP	13BP	13CP	16CP	16CP	15CP	15DP	18DP	19DP	10CP	12CP	16DP	17DP
8	9AP	10BP	10CP	15BP	14BP	16CP	15CP	12BP	12CP	15CP	15CP	15CP	14CP	17DP	19DP	10CP	12CP	16DP	16DP
8	9AP	9AP	10CP	15BP	14BP	15CP	15CP	12BP	12CP	15CP	15CP	15CP	14CP	17CP	19DP	9CP	12CP	16DP	16DP
8	9AP	9AP	10BP	14BP	14BP	15CP	14CP	12BP	12CP	15CP	15CP	14CP	14CP	17CP	18DP	9CP	11CP	16DP	16DP
8	8AK	9AP	10BP	14BP	14BP	15CP	14CP	12BP	11CP	14CP	14CP	14CP	14CP	16CP	18CP	9CP	11CP	15DP	15CP
8	8	9AP	9BP	14BP	13BP	14CP	14CP	11BP	11BP	14CP	14CP	14CP	13CP	16CP	18CP	9CP	11CP	15DP	15CP
7	8	9AP	9BP	14BP	13BP	14CP	13CP	11BP	11BP	13CP	14CP	14CP	13CP	16CP	17CP	8BP	11CP	15DP	15CP
7	8	8AP	9BP	13AP	13BP	14BP	13CP	11BP	10BP	13CP	13CP	14CP	13CP	16CP	17CP	8BP	10CP	15DP	14CP
7	8	8AP	9BP	13AP	13BP	13BP	13CP	11BP	10BP	13CP	13CP	13BP	13CP	15CP	17CP	8BP	10BP	15DP	14CP
7	8	8AP	9BP	13AP	12BP	13BP	12CP	10BP	10BP	12CP	13CP	13BP	13CP	15CP	16CP	8BP	10BP	14CP	14CP
7	8	8AP	8BP	13AP	12BP	13BP	12CP	10BP	9BP	12BP	12CP	13BP	12CP	15CP	16CP	7BP	10BP	14CP	13CP
7	7	8AP	8BP	12AP	12AP	13BP	12CP	10BP	9BP	12BP	12CP	13BP	12CP	14CP	16CP	7BP	9BP	14CP	13CP
7	7	8AP	8AP	12AP	11AP	12BP	11CP	10AP	9BP	11BP	12CP	12BP	12CP	14CP	16CP	7BP	9BP	14CP	13BP
7	7	7AP	8AP	12AP	11AP	12BP	11CP	9AP	8BP	11BP	11CP	12BP	12CP	14CP	15CP	7AP	9BP	13CP	12BP
7	7	7AK	7AP	12AP	11AP	12BP	11BP	9AP	8BP	11BP	11CP	12BP	11CP	14CP	15CP	6AP	8BP	13CP	12BP
6	7	7	7AP	11AP	11AP	11BP	10BP	9AP	8BP	10BP	11BP	12BP	11CP	13CP	15CP	6AP	8BP	13CP	12BP
6	7	7	7AP	11AP	10AP	11BP	10BP	9AP	8BP	10BP	10BP	12BP	11CP	13CP	14BP	6AP	8AP	13CP	11BP
6	6	7	7AP	11AP	10AP	11BP	10BP	8AP	7BP	10BP	10BP	11BP	11CP	13CP	14BP	6AP	8AP	13CP	11BP
6	6	6	7AP	11AP	10AP	10AP	9BP	8AP	7BP	9BP	9BP	11BP	11CP	12BP	14BP	5AP	7AP	12CP	11BP
6	6	6	6AP	10AK	10AP	10AP	9BP	8AP	7AP	9BP	9BP	11BP	10CP	12BP	13BP	5AK	7AP	12CP	10AP
6	6	6	6AP	10	9AP	10AP	9BP	8AP	6AP	9BP	9BP	11BP	10BP	12BP	13BP	5	7AP	12CP	10AP
6	6	6	6AP	10	9AP	9AP	8BP	7AP	6AP	8BP	8BP	11BP	10BP	12BP	13BP	5	7AP	12BP	10AP
6	6	6	6AP	10	9AP	9AP	8BP	7AP	6AP	8BP	8BP	10BP	10BP	11BP	12BP	4	6AP	11BP	9AP
6	6	5	5AP	9	9AP	9AP	8BP	7AP	5AP	7BP	9BP	10BP	9BP	11BP	12BP	4	6AP	11BP	9AP
6	6	5	5AK	9	8AK	9AP	7BP	7AK	5AP	7AP	7BP	10AP	9BP	11BP	12BP	4	6AK	11BP	9AP
5	5	5	5	9	8	8AP	7BP	6	5AP	7AP	7BP	10AP	9BP	10BP	11BP	4	0	11BP	8AK
5	5	5	5	9	8	8AP	7BP	6	4AP	6AP	7BP	10AP	9BP	10BP	11BP	3	0	10BP	4
5	5	5	5	8	8	8AP	6AP	6	4AP	6AP	6BP	9AP	9BP	10BP	11BP	3	0	10BP	0
5	5	5	4	8	7	7AP	6AP	6	4AP	5AP	6BP	9AP	8BP	10BP	10BP	3	0	10BP	0
5	5	4	4	8	7	7AK	6AP	5	3AK	5AP	6BP	9AP	8BP	9BP	10BP	3	0	10BP	0
5	5	4	4	8	7	7	5AP	5	3	5AP	5AP	9AP	8BP	9BP	10BP	0	0	10AP	0
5	5	4	4	8	7	6	5AP	5	3	5AP	5AP	9AP	8BP	9BP	9BP	0	0	9AP	0
5	4	4	3	7	6	6	5AP	5	2	4AP	5AP	8AP	7BP	8BP	9AP	0	0	9AP	0
5	4	4	3	7	6	6	4AP	4	2	4AP	4AP	8AP	7BP	8BP	9AP	0	0	9AP	0
4	4	3	3	7	6	5	4AP	4	2	4AK	4AP	8AP	7BP	8BP	8AP	0	0	9AP	0
4	4	3	3	7	6	5	4AP	4	0	3	4AP	8AP	7AP	8AP	8AP	0	0	8AP	0
4	4	3	3	6	5	5	3AP	4	0	3	3AP	7AP	7AP	7AP	8AP	0	0	8AP	0
4	4	3	2	6	5	5	3AP	3	0	3	3AP	7AP	6AP	7AP	7AP	0	0	8AK	0
4	4	3	2	6	5	4	3AP	3	0	2	3AP	7AP	6AP	7AP	7AP	0	0	8	0
4	3	3	2	6	5	4	2AK	3	0	2	2AK	7AK	6AP	6AP	7AP	0	0	0	0
4	3	2	2	5	4	4	2	3	0	0	2	7	6AP	6AP	6AP	0	0	0	0
4	3	2	1	5	4	3	2	2	0	0	0	6	5AP	6AP	6AP	0	0	0	0
4	3	2	1	5	4	3	1	2	0	0	0	6	5AP	6AP	6AP	0	0	0	0
3	3	2	1	5	4	3	1	2	0	0	0	6	5AP	5AP	5AP	0	0	0	0
3	3	2	1	4	3	2	1	2	0	0	0	6	5AK	5AP	5AP	0	0	0	0
3	3	1	0	4	3	2	0	0	0	0	0	6	5	5AP	5AP	0	0	0	0
3	2	1	0	4	3	2	0	0	0	0	0	5	4	4AP	4AP	0	0	0	0
3	2	1	0	4	3	1	0	0	0	0	0	5	4	4AK	4AK	0	0	0	0
3	2	1	0	3	2	1	0	0	0	0	0	5	4	4	4	0	0	0	0
3	2	1	0	3	2	1	0	0	0	0	0	5	4	0	0	0	0	0	0
3	2	0	0	3	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0
3	2	0	0	3	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	2	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
