5	5	5	5	7	7	7	6AK	7	6AK	8AK	7BK	9	9AK	10AK	10AK	5	7	12BK	9AK
5	5	5	5	7	6	7	6AK	7	5AK	7AK	7BK	9	9AK	10AK	9AK	5	7	11BK	9
5	5	5	4	7	6	6	5AK	7	5AK	7AK	7BK	9	9AK	9AK	9AK	5	6	11BK	9
5	5	4	4	7	6	6	5	6	5	7AK	6BK	9	8	9AK	9AK	4	6	11BK	8
5	5	4	4	6	6	6	5	6	5	7AK	6BK	9	8	9AK	9AK	4	6	11AK	8
5	5	4	4	6	6	6	5	6	4	6AK	6BK	9	8	9AK	8AK	4	0	10AK	0
4	4	4	4	6	5	5	4	6	4	6AK	5BK	8	8	8AK	8AK	4	0	10AK	0
4	4	4	3	6	5	5	4	5	4	6AK	5BK	8	8	8AK	8AK	3	0	10AK	0
4	4	4	3	6	5	5	4	5	3	5	5BK	8	7	8	7AK	3	0	9AK	0
4	4	3	3	6	5	5	4	5	3	5	4AK	8	7	8	7AK	3	0	9AK	0
4	4	3	3	5	5	4	3	5	3	5	4AK	8	7	7	7AK	0	0	9AK	0
4	4	3	2	5	4	4	3	5	3	4	4AK	8	7	7	6AK	0	0	9	0
4	4	3	2	5	4	4	3	4	2	4	3AK	7	7	7	6AK	0	0	8	0
4	3	3	2	5	4	4	2	4	2	4	3AK	7	7	7	6	0	0	8	0
4	3	2	2	5	4	3	2	4	2	3	3AK	7	6	6	5	0	0	8	0
4	3	2	2	4	4	3	2	4	0	3	2AK	7	6	6	5	0	0	0	0
3	3	2	1	4	3	3	2	3	0	3	2AK	7	6	6	5	0	0	0	0
3	3	2	1	4	3	3	1	3	0	2	2	7	6	6	4	0	0	0	0
3	3	2	1	4	3	2	1	3	0	2	0	6	6	5	4	0	0	0	0
3	3	2	1	4	3	2	1	3	0	2	0	6	5	5	4	0	0	0	0
3	3	1	0	3	3	2	0	3	0	0	0	6	5	5	0	0	0	0	0
3	2	1	0	3	2	2	0	2	0	0	0	6	5	5	0	0	0	0	0
3	2	1	0	3	2	1	0	2	0	0	0	6	5	4	0	0	0	0	0
3	2	1	0	3	2	1	0	2	0	0	0	6	5	4	0	0	0	0	0
3	2	1	0	3	2	1	0	2	0	0	0	5	5	4	0	0	0	0	0
3	2	0	0	2	2	0	0	0	0	0	0	5	4	0	0	0	0	0	0
2	2	0	0	2	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0
2	2	0	0	2	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0
2	1	0	0	2	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0
2	1	0	0	2	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
