0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,2
0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,4,4,4,5,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,4AK,4AK,4,5,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,4AP,4AP,4,5,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,5AP,4AP,4,5,0,0,0,0,0,0,2,3,0,1,2,2
0,0,0,0,5AP,5AP,4AK,5,0,0,0,2,0,1,2,3,1,1,2,2
0,0,0,0,5AP,5AP,5AP,5,0,0,0,2,0,1,2,3,1,1,2,2
0,0,0,0,5AP,5AP,5AP,5,0,0,0,2,0,1,2,3,1,2,2,2
0,0,0,0,6AP,5AP,5AP,6,0,0,0,2,0,2,3,3,1,2,2,2
0,0,0,0,6AP,6AP,5AP,6,0,0,0,2,0,2,3,4,1,2,2,2
0,0,0,0,6AP,6AP,5AP,6AK,0,2,0,3,1,2,3,4,2,2,2,2
0,8,0,0,6AP,6AP,5AP,6AP,2,2,0,3,1,2,3,4,2,2,3,2
0,8AK,0,0,7AP,6AP,6AP,6AP,2AK,2,0,3,1,3,3,4,2,2,3,3
0,8AP,0,0,7AP,6AP,6AP,6AP,2AP,3,0,3,2,3,4,4,2,2,3,3
0,8AP,0,0,7AP,7AP,6AP,6AP,3AP,3,0,3,2,3,4,5,2,2,3,3
0,8AP,0,0,7AP,7AP,6AP,7AP,3AP,3,2,4,2AK,4,4,5,2,3,3,3
0,9AP,0,0,8AP,7AP,6BP,7AP,3AP,4,2,4,3AP,4,4,5,3,3,3,3
0,9AP,0,0,8BP,7AP,6BP,7AP,4AP,4,2,4,3AP,4,5,5,3,3,3,3
0,9AP,0,0,8BP,8BP,6BP,7AP,4AP,4,3,4,3AP,4,5,6,3,3,3,3
0,9AP,0,0,9BP,8BP,7BP,7AP,4AP,5,3,4,4AP,5,5,6,3,3,3,3
0,9AP,0,3,9BP,8BP,7BP,7AP,5AP,5AK,3,5,4AP,5,5,6,3,3,3,3
8,10BP,0,3,9BP,8BP,7BP,7AP,5AP,5AP,3,5,4AP,5,5,6,3,3,3,3
8AK,10BP,0,3,9BP,8BP,7BP,8AP,5BP,5AP,4,5,4AP,6,6,6,4,4,4,3
8AP,10BP,0,3,10BP,9BP,7BP,8AP,5BP,6AP,4,5,5AP,6,6,7,4,4,4,3
9AP,10BP,0,4,10BP,9BP,7BP,8BP,6BP,6AP,4,5,5AP,6,6,7,4,4,4,3
9AP,10BP,6AK,4,10BP,9BP,8BP,8BP,6BP,6AP,4AK,6,5AP,6AK,6,7,4AK,4,4,3
9AP,11BP,6AP,4,10BP,9BP,8BP,8BP,6BP,7AP,5AP,6,6AP,7AP,7,7,4AP,4,4,3
9AP,11BP,6AP,4,11BP,10BP,8BP,8BP,7BP,7AP,5AP,6,6AP,7AP,7,7,4AP,4,4,3
10AP,11BP,6AP,4,11BP,10BP,8BP,9BP,7BP,7BP,5AP,6,6BP,7AP,7,8,5AP,4,4,4
10BP,11BP,7AP,5,11BP,10BP,8BP,9BP,7BP,8BP,5AP,6,7BP,8AP,7,8,5AP,4,4,4
10BP,11CP,7AP,5AK,11BP,10BP,8BP,9BP,8BP,8BP,6AP,7AK,7BP,8AP,7AK,8,5AP,5,4,4
10BP,12CP,7AP,5AP,12BP,11BP,9CP,9BP,8BP,8BP,6AP,7AP,7BP,8AP,8AP,8,5AP,5,4,4
11BP,12CP,7AP,5AP,12BP,11BP,9CP,9BP,8BP,8BP,6AP,7AP,7BP,8AP,8AP,8,5AP,5,4,4
11BP,12CP,8AP,5AP,12CP,11BP,9CP,9BP,9BP,9BP,6BP,7AP,8BP,9AP,8AP,9,5AP,5,5,4
11BP,12CP,8BP,6AP,13CP,11CP,9CP,9BP,9BP,9BP,7BP,7AP,8BP,9AP,8AP,9,6AP,5,5,4
12BP,12CP,8BP,6AP,13CP,11CP,9CP,10BP,9CP,9BP,7BP,8AP,8BP,9AP,9AP,9AK,6AP,5AK,5,4
12CP,13CP,8BP,6AP,13CP,12CP,9CP,10BP,9CP,10BP,7BP,8AP,9BP,10AP,9AP,9AP,6AP,5AP,5,4
12CP,13CP,9BP,6AP,13CP,12CP,9CP,10BP,10CP,10BP,8BP,8AP,9BP,10BP,9AP,10AP,6AP,5AP,5,4
12CP,13CP,9BP,7AP,14CP,12CP,10CP,10BP,10CP,10BP,8BP,8AP,9BP,10BP,9AP,10AP,6AP,6AP,5,4
13CP,13CP,9BP,7BP,14CP,12CP,10CP,10BP,10CP,11BP,8BP,8AP,10BP,10BP,9AP,10AP,6AP,6AP,5,4
13CP,13CP,9BP,7BP,14CP,13CP,10CP,10CP,11CP,11CP,8BP,9AP,10BP,11BP,10AP,10AP,7AP,6AP,5,4
13CP,14DP,9BP,7BP,14CP,13CP,10CP,10CP,11CP,11CP,9BP,9BP,10CP,11BP,10AP,10AP,7BP,6AP,5,4
13CP,14DP,10CP,7BP,15CP,13CP,10CP,11CP,11CP,11CP,9BP,9BP,10CP,11BP,10AP,11AP,7BP,6AP,5,4
14CP,14DP,10CP,8BP,15CP,13CP,10CP,11CP,12CP,12CP,9BP,9BP,11CP,11BP,10AP,11AP,7BP,6AP,6,4
14DP,14DP,10CP,8BP,15CP,13CP,11CP,11CP,12CP,12CP,9BP,9BP,11CP,12BP,11AP,11AP,7BP,6AP,6,5
14DP,14DP,10CP,8BP,15DP,14CP,11CP,11CP,12CP,12CP,10CP,10BP,11CP,12BP,11BP,11AP,7BP,7AP,6AK,5
15DP,15DP,11CP,8CP,16DP,14CP,11CP,11CP,13CP,13CP,10CP,10BP,12CP,12BP,11BP,11AP,8BP,7AP,6AP,5
15DP,15DP,11CP,8CP,16DP,14CP,11CP,11CP,13CP,13CP,10CP,10BP,12CP,13BP,11BP,12AP,8BP,7AP,6AP,5
15DP,15DP,11CP,9CP,16DP,14CP,11CP,11CP,13CP,13CP,10CP,10BP,12CP,13CP,11BP,12AP,8BP,7AP,6AP,5
15DP,15DP,11CP,9CP,17DP,15DP,11DP,12CP,13CP,14CP,11CP,10BP,13CP,13CP,12BP,12BP,8BP,7AP,6AP,5
16DP,15DP,12CP,9CP,17DP,15DP,12DP,12CP,14DP,14CP,11CP,11BP,13CP,13CP,12BP,12BP,8BP,7AP,6AP,5AK
16DP,16DP,12DP,9CP,17DP,15DP,12DP,12CP,14DP,14CP,11CP,11BP,13CP,14CP,12BP,12BP,8BP,7BP,6AP,5AP
16DP,16DP,12DP,10CP,17DP,15DP,12DP,12CP,14DP,15CP,11CP,11CP,14CP,14CP,12BP,13BP,9CP,7BP,6AP,5AP
16DP,16DP,12DP,10CP,18DP,16DP,12DP,12CP,15DP,15CP,12CP,11CP,14CP,14CP,13BP,13BP,9CP,8BP,6AP,5AP
17DP,16DP,13DP,10CP,18DP,16DP,12DP,12CP,15DP,15CP,12CP,11CP,14DP,15CP,13BP,13BP,9CP,8BP,7AP,5AP
17DP,16EP,13DP,10CP,18DP,16DP,12DP,13CP,15DP,15DP,12CP,12CP,14DP,15CP,13BP,13BP,9CP,8BP,7AP,5AP
17DP,17EP,13DP,10DP,18DP,16DP,12DP,13DP,16DP,16DP,13CP,12CP,15DP,15CP,13CP,14BP,9CP,8BP,7AP,5AP
18EP,17EP,13DP,11DP,19DP,16DP,13DP,13DP,16DP,16DP,13DP,12CP,15DP,15CP,13CP,14BP,9CP,8BP,7AP,5AP
18EP,17EP,13DP,11DP,19DP,17DP,13DP,13DP,16DP,16DP,13DP,12CP,15DP,16CP,14CP,14CP,10CP,8BP,7AP,5AP
18EP,17EP,14DP,11DP,19DP,17DP,13DP,13DP,17DP,17DP,13DP,12CP,16DP,16CP,14CP,14CP,10CP,8BP,7BP,5AP
18EP,17EP,14DP,11DP,19DP,17DP,13DP,13DP,17DP,17DP,14DP,13CP,16DP,16CP,14CP,14CP,10CP,9BP,7BP,6AP
19EP,18EP,14DP,11DP,20EP,17DP,13DP,13DP,17DP,17DP,14DP,13CP,16DP,17CP,14CP,15CP,10DP,9CP,7BP,6AP
19EP,18EP,14EP,12DP,20EP,18DP,13DP,14DP,17DP,18DP,14DP,13CP,17DP,17DP,15CP,15CP,10DP,9CP,7BP,6AP
19EP,18EP,15EP,12DP,20EP,18EP,14DP,14DP,18DP,18DP,14DP,13DP,17DP,17DP,15CP,15CP,10DP,9CP,7BP,6BP
19EP,18EP,15EP,12DP,21EP,18EP,14EP,14DP,18EP,18DP,15DP,13DP,17DP,17DP,15DP,15CP,11DP,9CP,7BP,6BP
20EP,18EP,15EP,12EP,21EP,18EP,14EP,14DP,18EP,18DP,15DP,14DP,17DP,18DP,15DP,15DP,11DP,9CP,8BP,6BP
20EP,19EP,15EP,13EP,21EP,18EP,14EP,14EP,19EP,19DP,15DP,14DP,18DP,18DP,15DP,16DP,11DP,9CP,8BP,6BP
20EP,19EP,16EP,13EP,21EP,19EP,14EP,14EP,19EP,19EP,15EP,14DP,18EP,18DP,16DP,16DP,11DP,9CP,8CP,6BP
21EP,19EP,16EP,13EP,22EP,19EP,14EP,14EP,19EP,19EP,16EP,14DP,18EP,19DP,16DP,16DP,11DP,10CP,8CP,6BP
21EP,19EP,16EP,13EP,22EP,19EP,15EP,15EP,20EP,20EP,16EP,14DP,19EP,19DP,16DP,16DP,11DP,10DP,8CP,6BP
21EP,19EP,16EP,13EP,22EP,19EP,15EP,15EP,20EP,20EP,16EP,15EP,19EP,19DP,16DP,16DP,12EP,10DP,8CP,6CP
21EP,20EP,17EP,14EP,22EP,20EP,15EP,15EP,20EP,20EP,16EP,15EP,19EP,19EP,17DP,17DP,12EP,10DP,8CP,6CP
22EP,20EP,17EP,14EP,23EP,20EP,15EP,15EP,21EP,21EP,17EP,15EP,20EP,20EP,17EP,17EP,12EP,10DP,8CP,6CP
22EP,20EP,17EP,14EP,23EP,20EP,15EP,15EP,21EP,21EP,17EP,15EP,20EP,20EP,17EP,17EP,12EP,10EP,8DP,6CP
22EP,20EP,17EP,14EP,23EP,20EP,15EP,15EP,21EP,21EP,17EP,15EP,20EP,20EP,17EP,17EP,12EP,10EP,8DP,6CP
22EP,20EP,17EP,14EP,23EP,20EP,15EP,15EP,21EP,21EP,17EP,15EP,20EP,20EP,17EP,17EP,12EP,10EP,8EP,6DP
