0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,2,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,1,2,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,1,2,2
0,0,0,0,0,0,4,5,0,0,0,0,0,1,2,2,1,1,2,2
0,0,0,0,0,0,4,5,0,0,0,0,0,1,2,2,1,1,2,2
0,0,0,0,0,0,4,5,0,0,0,0,0,1,2,2,1,1,2,2
0,0,0,0,0,0,4,5,0,0,0,0,0,1,2,2,1,2,2,2
0,0,0,0,0,0,4,5,0,0,0,0,0,1,2,2,1,2,2,2
0,0,0,0,0,0,4,5,0,0,0,0,0,1,2,2,1,2,2,2
0,0,0,0,0,4,5,6,0,0,0,2,1,2,3,3,2,2,2,3
0,0,0,0,0,4,5,6,0,0,0,2,1,2,3,3,2,2,2,3
0,0,0,0,0,4,5,6,0,0,0,2,1,2,3,3,2,2,2,3
0,0,0,0,0,4,5,6,0,0,0,2,1,2,3,3,2,2,2,3
0,0,0,0,4,5,5,6,0,2,0,2,2,3,3,3,2,2,3,3
0,0,0,0,4,5,5,6,0,2,0,2,2,3,3,3,2,2,3,3
0,0,0,0,5,6,6,7,0,2,0,3,2,3,3,4,3,3,3,3
0,0,0,0,5,6,6,7,0,2,0,3,2,3,3,4,3,3,3,3
0,8,0,0,5AK,6,6,7,2,3,2,3,3,3,4,4,3,3,3,3
0,8,0,0,6AP,6,7,7,2,3,2,3,3,4,4,4,3,3,3,3
0,8,0,0,6AS,7,7,7,2,3,2,4,3,4,4,4,3,3,3,3
0,9,0,0,6AK,7,7,8,3,4,2,4,3,4,4,5,3,3,4,3
0,9,0,0,6AP,7,7,8,3,4,3,4,3,4,4,5,3,3,4,3
0,9AS,0,3,7AS,7AS,7,8,3AK,4,3,4,4,4,4,5,4,4,4,4
0,9AK,0,3,7AK,8AK,7,8,3AP,4,3,4,4,5,5,5,4,4,4,4
0,10AP,0,3,7AP,8AP,8,8,4AS,5,3,4,4,5,5,5,4,4,4,4
0,10AS,0,4,8AS,8AS,8,8,4AK,5,3,5,4,5,5,5,4,4,4,4
0,10AK,0,4,8AK,8AK,8,9,4AP,5,4,5,4,5,5,5,4,4,4,4
8,10AP,6,4,8AP,9AP,8AS,9,4AS,5,4,5,5,5,5,6,4,4,4,4
8,11BS,6,4,8AS,9AS,8AK,9,5AK,6,4,5,5,6,5,6,4,4,4,4
8,11BK,6,5,9AK,9AK,8AP,9,5AP,6,4,5,5,6,5,6,5,4,4,4
9,11BP,7,5,9AP,9AP,9AS,9,5AS,6,4,5,5,6,6,6,5,5,4,4
9,11BS,7,5,9BS,10AS,9AK,9,5AK,6,5,6,5,6,6,6,5,5,5,4
9AK,12BK,7,5,10BK,10AK,9AP,10AK,6AP,7AS,5,6,6,6,6,6,5,5,5,4
10AP,12BP,7,6,10BP,10AP,9AS,10AP,6BS,7AK,5,6,6,6,6,6,5,5,5,4
10AS,12BS,8,6,10BS,10BS,9AK,10AS,6BK,7AP,5,6,6,7,6,7,5,5,5,4
10AK,12BK,8,6,10BK,11BK,10AP,10AK,6BP,7AS,5,6,6,7,6,7,5,5,5,4
11BP,13CP,8,6,11BP,11BP,10BS,10AP,7BS,8AK,6,6,6,7,6,7,6,5,5,4
11BS,13CS,9AK,7,11BS,11BS,10BK,10AS,7BK,8AP,6AK,7,7AK,7,7,7,6,5,5,5
11BK,13CK,9AP,7,11BK,11BK,10BP,11AK,7BP,8AS,6AP,7,7AP,7,7,7,6,5,5,5
12BP,13CP,9AS,7,12BP,11BP,10BS,11AP,7BS,8AK,6AS,7,7AS,8,7,7,6,6,5,5
12BS,14CS,9AK,7,12BS,12BS,10BK,11AS,8BK,9AP,7AK,7,7AK,8,7,7,6,6,5,5
12CK,14CK,10AP,8,12BK,12BK,11BP,11AK,8BP,9AS,7AP,7,7AP,8,7,8,6,6,5,5
13CP,14CP,10BS,8AK,13BP,12BP,11BS,11AP,8BS,9AK,7AS,7AK,8AS,8,7,8,6,6,6,5
13CS,14CS,10BK,8BP,13BS,12BS,11BK,11AS,8BK,9BP,7AK,8AP,8AK,8,7,8,7,6,6,5
13CK,15CK,11BP,9AS,13BK,13BK,11BP,12AK,9BP,10BS,7AP,8AS,8AP,9,8,8,7,6,6,5
14CP,15CP,11BS,9AK,13BP,13BP,11BS,12BP,9BS,10BK,8AS,8AK,8AS,9,8,8,7,6,6,5
14CS,15CS,11BK,9BP,14BS,13BS,11BK,12BS,9BK,10BP,8AK,8AP,8AK,9,8,8,7,6,6,5
14CK,16CK,11BP,9BS,14CK,13BK,12BP,12BK,10BP,10BS,8AP,8AS,9AP,9AK,8,8,7AS,7,6,5
15CP,16DP,12BS,10BK,14CP,14BP,12BS,12BP,10BS,11BK,8BS,8AK,9AS,9AP,8,9,7AK,7,6,5
15DS,16DS,12BK,10BP,15CS,14BS,12BK,12BS,10CK,11BP,8BK,9AP,9AK,9AS,8,9,7AP,7,6,5
15DK,16DK,12CP,10BS,15CK,14CK,12CP,13BK,10CP,11BS,9BP,9AS,9BP,10AK,9,9,8AS,7,6,5
16DP,17DP,13CS,10BK,15CP,14CP,12CS,13BP,11CS,11BK,9BS,9AK,9BS,10AP,9,9,8AK,7,6,5
16DS,17DS,13CK,11CP,15CS,15CS,13CK,13BS,11CK,12BP,9BK,9AP,10BK,10AS,9AS,9,8AP,7,6,6
16DP,17DK,13CP,11CS,16CK,15CK,13CP,13BK,11CP,12BS,9BP,9AS,10BP,10AK,9AK,9,8AS,7,7,6
17DS,17DP,13CS,11CK,16CP,15CP,13CS,13BP,11CS,12BK,9BS,9AK,10BS,10AP,9AP,9,8AK,7,7,6
17DP,18DS,14CK,11CP,16CS,15CS,13CK,13BS,12CK,12BP,10BK,10BP,10BK,11AS,9AS,10,8AP,8,7,6
17DS,18DK,14CP,12CS,17CK,16CK,13CP,14BK,12CP,12BS,10BP,10BS,10BP,11AK,9AK,10,9AS,8,7,6
18DP,18DP,14CS,12CK,17CP,16CP,13CS,14BP,12CS,13CK,10BS,10BK,11BS,11AP,10AP,10AK,9AK,8AK,7,6
18DS,18DS,15CK,12CP,17CS,16CS,14CK,14BS,12CK,13CP,10BK,10BP,11BK,11AS,10AS,10AP,9AP,8AP,7,6
19DS,19DK,15CP,12CS,17DK,16CK,14CP,14BK,13CP,13CS,11BP,10BS,11BP,11BK,10AK,10AS,9AS,8AS,7,6
19DS,19DP,15DS,13CK,18DP,17CP,14CS,14CP,13CS,13CK,11BS,10BK,11BS,12BP,10AP,10AK,9AK,8AK,7,6
19DP,19DS,15DK,13CP,18DS,17CS,14CK,14CS,13CK,14CP,11BK,11BP,11BK,12BS,10AS,10AP,9AP,8AP,7,6
19DS,19DK,16DP,13CS,18DK,17CK,14CP,15CK,13CP,14CS,11CP,11BS,12BP,12BK,10AK,11AS,9BS,8AS,7,6
19DP,20DP,16DS,14CK,19DP,17CP,14CS,15CP,14CS,14CK,11CS,11BK,12CS,12BP,10AP,11AK,10BK,8AK,7,6
20DS,20DS,16DK,14DP,19DS,18CS,15CK,15CS,14CK,14CP,12CK,11BP,12CK,12BS,11AS,11AP,10BP,9AP,8,6
20DS,20DK,16DP,14DS,19DK,18DK,15CP,15CK,14CP,15CS,12CP,11BS,12CP,12BK,11AK,11AS,10BS,9AS,8,6
20DS,20DP,17DS,14DK,19DS,18DP,15CS,15CP,14CS,15CK,12CS,11BK,12CS,13BP,11AP,11AK,10BK,9AK,8,6
21DS,21DS,17DP,15DP,20DS,18DS,15DK,15CS,15DK,15CP,12CK,12BP,13CK,13BS,11BS,11AP,10BP,9AP,8AS,7
21DS,21EK,17DS,15DS,20DS,18DK,15DP,16CK,15DP,15CS,12CP,12BS,13CP,13BK,11BK,11AS,10BS,9AS,8AK,7
21ES,21ES,18DP,15DK,20DS,19DP,16DS,16CP,15DS,15CK,13CS,12CK,13CS,13BP,11BP,12AK,10BK,9AK,8AP,7
22ES,21EK,18DS,15DP,21DS,19DS,16DK,16CS,15DP,16CP,13CK,12CP,13CK,13CS,11BS,12AP,11BP,9AP,8AS,7
22ES,22ES,18DS,16DS,21DS,19DK,16DP,16CK,16DS,16CS,13CP,12CS,13CP,14CK,12BK,12BK,11BS,9AS,8AK,7
22ES,22EK,18DS,16DK,21DS,19DP,16DS,16CP,16DP,16CK,13CS,12CK,14CS,14CP,12BP,12BP,11CK,10BK,8AP,7AK
23ES,22ES,19DS,16DP,22DS,20DS,16DK,16CS,16DS,17CP,13CK,13CP,14CK,14CS,12BK,12BK,11CP,10BP,8AS,7AP
23EK,23EK,19DS,16DS,22DS,20DK,16DP,17CK,17DP,17DS,14CP,13CS,14CP,14CK,12BP,12BK,11CS,10BS,8AK,7AS
23ES,23ES,19DS,17DK,22DS,20DP,17DS,17CP,17DS,17DK,14CS,13CK,14CS,14CP,12BK,12BK,11CK,10BK,9AP,7AK
24ES,23ES,20DS,17DS,22DS,20DS,17DK,17DS,17DP,17DP,14DK,13CK,14DK,15CS,12BP,13BK,11CP,10BP,9AS,7AP
24ES,23ES,20ES,17DS,23DS,21DK,17DP,17DK,17DS,18DS,14DP,13CK,15DP,15CK,13BK,13BK,12CS,10BS,9AK,7AK
24ES,24ES,20ES,17DS,23DS,21DP,17DS,17DP,18DP,18DK,15DS,13CK,15DS,15CP,13CP,13BK,12CK,10BK,9AP,7AK
25ES,24ES,20ES,18DS,23ES,21DS,17DK,17DS,18DS,18DP,15DK,14CK,15DK,15CS,13CK,13BK,12CP,10BP,9AK,7AK
25ES,24ES,21ES,18ES,24ES,21DP,17DP,18DK,18DP,18DS,15DP,14CK,15DP,15CK,13CP,13CK,12CS,10BS,9AP,7AK
25ES,24ES,21ES,18ES,24ES,22DS,18DS,18DP,18DS,19DS,15DS,14CK,15DS,15CP,13CK,13CK,12DK,11BK,9BK,7AK
26ES,25ES,21ES,19ES,24ES,22EP,18DK,18DS,19DP,19DP,15DK,14CK,16DK,16CS,13CK,13CK,12DP,11CP,9BK,8AK
26ES,25ES,22ES,19ES,24ES,22ES,18DP,18DK,19DS,19DS,16DK,14DK,16DP,16CK,13CK,14CK,12DS,11CS,9BK,8BK
26ES,25ES,22ES,19ES,25ES,22EP,18ES,18DP,19EP,19DP,16DK,14DK,16DS,16DP,14CK,14CK,13DK,11CK,9BK,8BK
27ES,25ES,22ES,19ES,25ES,23ES,18EK,18DS,19ES,20DS,16DK,15DK,16DK,16DS,14CK,14CK,13DP,11CP,9BK,8BK
27ES,26ES,22ES,20ES,25ES,23EP,19EP,19DK,20EP,20DP,16DK,15DK,16DP,16DK,14DK,14CK,13DS,11CS,10BK,8BK
27ES,26ES,23ES,20ES,26ES,23ES,19ES,19EP,20ES,20DS,16DK,15DK,17DS,17DP,14DK,14DK,13DK,11CK,10BK,8BK
28ES,26ES,23ES,20ES,26ES,23EP,19EK,19ES,20EP,20ES,17EK,15DK,17DK,17DS,14DK,14DK,13DP,11CP,10BK,8BK
28ES,26ES,23ES,20ES,26ES,24ES,19EP,19EK,20ES,21ES,17EK,15DK,17EP,17DK,14DK,14DK,13DS,12CS,10CK,8BK
28ES,27ES,24ES,21ES,26ES,24EP,19ES,19EP,21ES,21ES,17EK,15DK,17ES,17DP,14DK,15DK,13DK,12DK,10CK,8CK
29ES,27ES,24ES,21ES,27ES,24ES,19EK,19EK,21ES,21ES,17EK,16EK,17EK,17DS,15DK,15DK,14EP,12DP,10CK,8CK
29ES,27ES,24ES,21ES,27ES,24EP,20EP,20EP,21ES,21ES,17EK,16EK,18EP,18DK,15DK,15DK,14ES,12DS,10CK,8CK
29ES,27ES,24ES,21ES,27ES,25ES,20ES,20EK,21ES,22ES,18EK,16EK,18ES,18EK,15DK,15DK,14EK,12DK,10CK,8CK
30ES,28ES,25ES,22ES,28ES,25ES,20EP,20EP,22ES,22ES,18EK,16EK,18EP,18EK,15EK,15EK,14ES,12DK,10CK,8CK
30ES,28ES,25ES,22ES,28ES,25ES,20ES,20EK,22ES,22ES,18EK,16EK,18ES,18EK,15EK,15EK,14EK,12EK,10DK,8DK
30ES,28ES,25ES,22ES,28ES,25ES,20EP,20EP,22ES,22ES,18EK,16EK,18EP,18EK,15EK,15EK,14ES,12EK,10DK,8DK
30ES,28ES,25ES,22ES,28ES,25ES,20ES,20EK,22ES,22ES,18EK,16EK,18ES,18EK,15EK,15EK,14EK,12EK,10EK,8EK
30ES,28ES,25ES,22ES,28ES,25ES,20ES,20EK,22ES,22ES,18EK,16EK,18ES,18EK,15EK,15EK,14EK,12EK,10EK,8EK
